100000359 	15 	1
100000360 	15 	8
100000361 	12 	5
100000361 	14 	5
100000362 	16 	5
100000363 	20 	1
100000363 	16 	1
100000364 	19 	12
100000366 	20 	1
100000366 	17 	1
100000369 	16 	1
100000370 	16 	1
100000373 	11 	3
100000373 	10 	3
100000373 	07 	3
100000377 	16 	1
100000379 	16 	1
100000380 	15 	2
100000380 	17 	2
100000381 	19 	2
100000382 	15 	1
100000383 	17 	2
100000384 	09 	1
100000385 	17 	1
100000386 	02 	2
100000387 	16 	1
100000389 	14 	1
100000389 	17 	1
100000390 	16 	1
100000391 	15 	1
100000394 	17 	1
100000397 	18 	1
100000398 	18 	2
100000398 	06 	2
100000400 	11 	2
100000401 	18 	1
100000404 	18 	2
100000408 	18 	1
100000408 	04 	1
100000409 	11 	1
100000409 	21 	1
100000413 	17 	2
100000414 	10 	1
100000414 	01 	1
100000415 	01 	1
100000417 	19 	1
100000417 	12 	1
100000417 	20 	1
100000420 	13 	5
100000421 	17 	3
100000421 	16 	3
100000422 	13 	2
100000423 	19 	4
100000424 	18 	1
100000425 	20 	3
100000426 	17 	2
100000427 	02 	2
100000427 	18 	2
100000427 	05 	2
100000428 	16 	4
100000429 	18 	1
100000429 	16 	1
100000430 	17 	1
100000431 	22 	1
100000432 	18 	1
100000433 	19 	1
100000433 	15 	1
100000433 	04 	1
100000433 	23 	1
100000434 	18 	1
100000435 	15 	2
100000436 	23 	2
100000437 	16 	4
100000438 	07 	1
100000439 	18 	1
100000440 	19 	1
100000440 	18 	1
100000440 	17 	1
100000440 	16 	1
100000442 	00 	2
100000443 	13 	6
100000443 	12 	6
100000443 	14 	6
100000444 	07 	3
100000445 	16 	3
100000446 	13 	3
100000446 	22 	3
100000447 	05 	4
100000448 	19 	6
100000448 	09 	6
100000449 	21 	5
100000449 	17 	5
100000449 	23 	5
100000451 	12 	1
100000451 	07 	1
100000452 	22 	23
100000453 	19 	11
100000454 	00 	1
100000454 	20 	1
100000454 	21 	1
100000454 	22 	1
100000455 	11 	3
100000456 	22 	1
100000457 	04 	22
100000458 	17 	2
100000459 	18 	4
100000459 	08 	4
100000461 	18 	48
100000462 	02 	3
100000463 	06 	1
100000463 	22 	1
100000463 	16 	1
100000464 	02 	1
100000464 	00 	1
100000465 	18 	1
100000465 	06 	1
100000466 	19 	1
100000469 	18 	1
100000469 	17 	1
100000472 	10 	1
100000472 	09 	1
100000476 	17 	3
100000478 	13 	1
100000479 	18 	1
100000483 	07 	1
100000484 	19 	1
100000484 	21 	1
100000485 	02 	23
100000485 	19 	23
100000486 	09 	2
100000487 	19 	1
100000487 	22 	1
100000488 	19 	1
100000491 	04 	1
100000492 	23 	1
100000493 	04 	2
100000493 	05 	2
100000494 	11 	1
100000494 	18 	1
100000494 	07 	1
100000495 	19 	1
100000498 	18 	1
100000498 	13 	1
100000500 	19 	1
100000502 	00 	2
100000506 	04 	3
100000507 	15 	3
100000509 	21 	3
100000510 	21 	3
100000513 	05 	2
100000514 	19 	1
100000516 	16 	1
100000518 	19 	2
100000519 	16 	3
100000520 	15 	1
100000521 	03 	1
100000521 	06 	1
100000524 	08 	4
100000526 	21 	5
100000527 	15 	3
100000528 	18 	2
100000530 	19 	1
100000530 	20 	1
100000530 	16 	1
100000532 	09 	2
100000533 	02 	3
100000534 	10 	1
100000535 	15 	1
100000535 	17 	1
100000536 	00 	2
100000537 	02 	1
100000538 	09 	1
100000539 	20 	6
100000540 	19 	5
100000541 	06 	3
100000542 	19 	3
100000543 	05 	1
100000544 	17 	2
100000546 	20 	1
100000549 	02 	3
100000550 	18 	2
100000550 	16 	2
100000551 	09 	2
100000552 	17 	2
100000553 	19 	1
100000556 	13 	1
100000558 	21 	1
100000559 	11 	1
100000559 	22 	1
100000562 	19 	1
100000564 	04 	2
100000565 	21 	1
100000568 	03 	1
100000568 	20 	1
100000568 	05 	1
100000570 	21 	2
100000572 	19 	1
100000572 	22 	1
100000573 	16 	7
100000575 	21 	1
100000576 	21 	1
100000583 	22 	1
100000584 	21 	1
100000586 	23 	4
100000587 	11 	1
100000589 	10 	1
100000590 	23 	1
100000591 	21 	3
100000592 	22 	8
100000593 	17 	9
100000594 	20 	7
100000595 	21 	6
100000596 	15 	2
100000596 	21 	2
100000596 	22 	2
100000597 	18 	1
100000597 	22 	1
100000598 	14 	3
100000600 	02 	2
100000600 	19 	2
100000601 	00 	1
100000602 	00 	2
100000603 	21 	4
100000603 	23 	4
100000604 	22 	1
100000605 	01 	5
100000605 	16 	5
100000606 	10 	1
100000606 	13 	1
100000606 	14 	1
100000606 	17 	1
100000607 	11 	2
100000607 	22 	2
100000608 	19 	1
100000608 	11 	1
100000609 	06 	4
100000610 	17 	1
100000611 	01 	4
100000612 	13 	4
100000613 	04 	11
100000615 	19 	7
100000616 	22 	12
100000616 	16 	12
100000618 	17 	2
100000619 	21 	2
100000621 	19 	1
100000621 	20 	1
100000623 	16 	2
100000624 	19 	2
100000624 	00 	2
100000625 	20 	1
100000625 	04 	1
100000626 	21 	1
100000626 	23 	1
100000627 	13 	2
100000627 	20 	2
100000628 	18 	1
100000628 	22 	1
100000629 	15 	5
100000630 	20 	3
100000631 	21 	3
100000632 	13 	3
100000632 	01 	3
100000634 	16 	1
100000636 	11 	1
100000636 	22 	1
100000638 	23 	2
100000638 	16 	2
100000639 	23 	3
100000644 	03 	1
100000644 	04 	1
100000644 	05 	1
100000645 	23 	1
100000647 	23 	1
100000650 	22 	1
100000652 	12 	1
100000652 	23 	1
100000653 	23 	1
100000654 	02 	1
100000654 	20 	1
100000660 	00 	1
100000661 	00 	2
100000665 	00 	1
100000666 	05 	2
100000668 	00 	1
100000669 	23 	1
100000670 	00 	1
100000671 	01 	1
100000672 	00 	2
100000677 	02 	1
100000679 	18 	1
100000679 	14 	1
100000680 	12 	1
100000681 	02 	2
100000682 	02 	2
100000682 	16 	2
100000683 	12 	2
100000683 	15 	2
100000685 	03 	2
100000686 	01 	1
100000686 	20 	1
100000686 	22 	1
100000687 	01 	3
100000688 	01 	1
100000688 	23 	1
100000689 	22 	1
100000689 	23 	1
100000691 	20 	8
100000692 	08 	2
100000693 	01 	4
100000694 	21 	6
100000695 	04 	4
100000696 	23 	3
100000697 	20 	1
100000697 	21 	1
100000697 	23 	1
100000698 	18 	1
100000699 	22 	1
100000699 	04 	1
100000700 	01 	2
100000701 	14 	4
100000702 	23 	2
100000703 	01 	1
100000704 	05 	2
100000705 	01 	1
100000705 	23 	1
100000706 	12 	6
100000707 	22 	13
100000708 	18 	2
100000708 	05 	2
100000709 	00 	1
100000709 	22 	1
100000709 	23 	1
100000710 	07 	14
100000711 	11 	1
100000711 	10 	1
100000711 	15 	1
100000711 	23 	1
100000713 	06 	1
100000713 	07 	1
100000714 	02 	1
100000714 	00 	1
100000715 	00 	1
100000715 	01 	1
100000716 	12 	6
100000717 	19 	2
100000718 	21 	5
100000719 	07 	2
100000720 	15 	1
100000720 	17 	1
100000721 	01 	2
100000721 	17 	2
100000721 	22 	2
100000721 	23 	2
100000722 	01 	22
100000723 	21 	1
100000724 	14 	9
100000725 	23 	9
100000726 	10 	4
100000727 	03 	4
100000728 	01 	1
100000729 	11 	3
100000729 	02 	3
100000732 	02 	1
100000736 	03 	1
100000739 	00 	2
100000740 	14 	1
100000742 	02 	1
100000745 	20 	1
100000745 	16 	1
100000746 	01 	1
100000747 	03 	1
100000748 	20 	2
100000749 	04 	1
100000750 	03 	1
100000753 	04 	3
100000754 	14 	1
100000754 	05 	1
100000757 	15 	1
100000757 	04 	1
100000759 	22 	2
100000761 	15 	3
100000762 	18 	1
100000765 	02 	1
100000768 	05 	2
100000769 	18 	2
100000770 	19 	1
100000770 	18 	1
100000770 	20 	1
100000770 	17 	1
100000770 	23 	1
100000771 	05 	1
100000772 	06 	2
100000773 	19 	1
100000773 	09 	1
100000776 	18 	1
100000777 	21 	2
100000778 	15 	1
100000778 	14 	1
100000781 	14 	1
100000782 	21 	6
100000785 	05 	1
100000786 	01 	2
100000786 	06 	2
100000790 	06 	1
100000794 	02 	1
100000794 	15 	1
100000795 	18 	6
100000796 	03 	2
100000796 	06 	2
100000798 	14 	1
100000798 	22 	1
100000799 	02 	1
100000800 	20 	2
100000801 	11 	1
100000801 	23 	1
100000802 	11 	1
100000802 	13 	1
100000802 	01 	1
100000802 	07 	1
100000802 	23 	1
100000802 	00 	1
100000803 	00 	1
100000804 	11 	1
100000805 	19 	1
100000805 	13 	1
100000805 	12 	1
100000805 	23 	1
100000806 	04 	1
100000808 	15 	1
100000808 	23 	1
100000809 	02 	1
100000809 	01 	1
100000809 	04 	1
100000809 	23 	1
100000810 	18 	3
100000811 	18 	1
100000811 	06 	1
100000812 	11 	3
100000812 	15 	3
100000813 	02 	2
100000815 	03 	7
100000817 	08 	3
100000819 	23 	3
100000820 	05 	3
100000821 	15 	2
100000822 	15 	3
100000823 	12 	1
100000823 	20 	1
100000823 	09 	1
100000823 	16 	1
100000824 	02 	8
100000825 	01 	3
100000826 	06 	2
100000828 	06 	2
100000832 	13 	2
100000834 	05 	2
100000841 	20 	1
100000842 	19 	1
100000842 	18 	1
100000842 	08 	1
100000842 	13 	1
100000842 	10 	1
100000845 	07 	2
100000847 	17 	1
100000848 	20 	1
100000848 	07 	1
100000849 	06 	1
100000852 	09 	1
100000855 	16 	1
100000856 	06 	1
100000858 	02 	2
100000858 	04 	2
100000859 	09 	3
100000865 	10 	1
100000866 	11 	1
100000866 	06 	1
100000867 	18 	1
100000869 	06 	1
100000871 	11 	2
100000871 	10 	2
100000872 	08 	2
100000872 	07 	2
100000873 	00 	2
100000874 	20 	4
100000876 	07 	1
100000878 	03 	3
100000879 	13 	1
100000880 	12 	1
100000881 	07 	2
100000882 	01 	5
100000883 	19 	1
100000883 	18 	1
100000885 	03 	1
100000885 	04 	1
100000886 	00 	1
100000887 	10 	1
100000887 	21 	1
100000888 	21 	2
100000891 	19 	1
100000891 	03 	1
100000891 	06 	1
100000892 	09 	1
100000892 	21 	1
100000892 	23 	1
100000893 	09 	2
100000893 	22 	2
100000894 	11 	1
100000896 	07 	1
100000897 	15 	1
100000898 	04 	1
100000899 	04 	1
100000900 	19 	1
100000900 	13 	1
100000900 	14 	1
100000901 	01 	1
100000902 	08 	1
100000902 	09 	1
100000902 	06 	1
100000902 	01 	1
100000905 	13 	2
100000907 	17 	1
100000908 	08 	1
100000908 	22 	1
100000911 	05 	1
100000912 	08 	5
100000915 	13 	3
100000916 	02 	1
100000918 	11 	1
100000919 	13 	1
100000927 	18 	1
100000927 	13 	1
100000928 	14 	1
100000933 	17 	4
100000934 	21 	1
100000938 	04 	1
100000944 	06 	2
100000946 	11 	6
100000950 	18 	1
100000956 	11 	1
100000956 	13 	1
100000956 	09 	1
100000956 	15 	1
100000957 	02 	11
100000958 	15 	3
100000960 	19 	4
100000961 	13 	5
100000962 	11 	1
100000963 	11 	4
100000963 	13 	4
100000964 	13 	1
100000965 	19 	1
100000965 	18 	1
100000965 	00 	1
100000965 	04 	1
100000965 	16 	1
100000966 	08 	4
100000967 	12 	2
100000968 	12 	2
100000969 	23 	7
100000970 	05 	2
100000971 	18 	5
100000972 	13 	1
100000972 	12 	1
100000973 	12 	2
100000974 	12 	1
100000975 	12 	1
100000976 	15 	1
100000978 	20 	2
100000979 	21 	30
100000980 	03 	1
100000980 	08 	1
100000980 	10 	1
100000981 	11 	6
100000982 	01 	4
100000983 	19 	25
100000986 	08 	1
100000987 	20 	1
100000987 	14 	1
100000989 	19 	1
100000989 	06 	1
100000990 	18 	2
100000990 	12 	2
100000991 	11 	1
100000992 	01 	1
100000992 	14 	1
100000993 	06 	2
100000993 	00 	2
100000993 	15 	2
100000994 	08 	2
100000994 	15 	2
100000995 	18 	5
100000997 	10 	2
100000999 	08 	1
100000999 	07 	1
100001000 	11 	1
100001000 	06 	1
100001000 	07 	1
100001001 	16 	5
100001002 	04 	14
100001004 	03 	21
100001007 	04 	4
100001008 	03 	1
100001008 	00 	1
100001008 	16 	1
100001009 	20 	1
100001010 	14 	1
100001011 	06 	1
100001011 	04 	1
100001021 	18 	2
100001022 	17 	4
100001025 	16 	1
100001026 	16 	1
100001027 	16 	1
100001028 	17 	2
100001030 	22 	2
100001031 	16 	1
100001032 	16 	1
100001034 	21 	3
100001035 	07 	1
100001038 	15 	1
100001039 	17 	7
100001041 	05 	2
100001042 	04 	7
100001043 	19 	1
100001044 	18 	1
100001045 	17 	2
100001047 	18 	1
100001053 	23 	2
100001054 	15 	12
100001054 	05 	12
100001055 	18 	1
100001056 	16 	1
100001057 	23 	11
100001058 	05 	1
100001059 	13 	3
100001060 	22 	1
100001061 	07 	1
100001063 	14 	2
100001064 	15 	1
100001065 	21 	2
100001065 	22 	2
100001066 	15 	2
100001066 	06 	2
100001066 	16 	2
100001067 	18 	2
100001067 	03 	2
100001068 	06 	1
100001068 	21 	1
100001070 	02 	3
100001071 	16 	122
100001072 	13 	8
100001073 	23 	5
100001074 	17 	2
100001075 	11 	1
100001075 	10 	1
100001075 	08 	1
100001075 	06 	1
100001077 	18 	1
100001077 	20 	1
100001077 	07 	1
100001078 	12 	2
100001079 	14 	1
100001081 	18 	1
100001081 	17 	1
100001082 	22 	1
100001083 	15 	1
100001083 	16 	1
100001084 	21 	3
100001085 	03 	16
100001086 	14 	7
100001087 	07 	2
100001088 	04 	1
100001088 	16 	1
100001091 	03 	1
100001092 	01 	1
100001093 	05 	2
100001094 	12 	12
100001095 	15 	1
100001095 	16 	1
100001097 	19 	1
100001097 	22 	1
100001098 	18 	8
100001099 	18 	3
100001099 	16 	3
100001101 	21 	1
100001101 	07 	1
100001102 	19 	1
100001103 	15 	5
100001104 	12 	1
100001104 	21 	1
100001105 	20 	1
100001106 	17 	4
100001109 	18 	1
100001110 	18 	2
100001110 	10 	2
100001112 	17 	3
100001114 	06 	2
100001123 	19 	1
100001124 	12 	2
100001128 	14 	1
100001129 	19 	1
100001129 	20 	1
100001130 	19 	1
100001130 	17 	1
100001131 	22 	1
100001133 	19 	1
100001136 	20 	2
100001138 	08 	1
100001139 	00 	1
100001140 	20 	1
100001143 	08 	1
100001143 	09 	1
100001144 	17 	1
100001147 	23 	1
100001148 	18 	1
100001151 	18 	3
100001152 	09 	1
100001152 	17 	1
100001153 	11 	1
100001153 	21 	1
100001153 	14 	1
100001157 	21 	1
100001157 	22 	1
100001158 	09 	2
100001158 	20 	2
100001158 	17 	2
100001160 	04 	1
100001162 	14 	1
100001162 	21 	1
100001165 	20 	1
100001165 	17 	1
100001166 	07 	1
100001166 	22 	1
100001168 	18 	1
100001168 	12 	1
100001169 	19 	1
100001169 	15 	1
100001170 	00 	27
100001171 	11 	5
100001172 	00 	2
100001173 	03 	7
100001173 	08 	7
100001175 	03 	1
100001176 	12 	1
100001177 	19 	2
100001178 	20 	1
100001179 	20 	1
100001179 	04 	1
100001180 	15 	2
100001181 	20 	2
100001182 	23 	1
100001182 	01 	1
100001182 	05 	1
100001183 	05 	2
100001183 	04 	2
100001183 	16 	2
100001185 	17 	4
100001186 	00 	1
100001187 	23 	2
100001189 	01 	3
100001190 	19 	1
100001190 	18 	1
100001190 	21 	1
100001190 	03 	1
100001191 	11 	1
100001191 	00 	1
100001191 	12 	1
100001191 	07 	1
100001191 	22 	1
100001191 	23 	1
100001191 	19 	1
100001192 	21 	2
100001193 	04 	4
100001194 	18 	4
100001194 	21 	4
100001194 	16 	4
100001195 	01 	1
100001199 	08 	3
100001200 	21 	2
100001201 	19 	1
100001201 	20 	1
100001202 	20 	16
100001203 	03 	2
100001204 	12 	1
100001204 	14 	1
100001206 	21 	1
100001211 	22 	1
100001220 	21 	1
100001221 	00 	1
100001223 	03 	1
100001225 	01 	1
100001229 	02 	1
100001231 	19 	1
100001231 	00 	1
100001232 	01 	1
100001233 	03 	2
100001235 	19 	1
100001235 	18 	1
100001235 	01 	1
100001238 	02 	2
100001239 	19 	1
100001239 	20 	1
100001239 	22 	1
100001240 	01 	1
100001241 	01 	1
100001243 	13 	1
100001245 	01 	3
100001245 	07 	3
100001246 	00 	3
100001247 	19 	1
100001247 	00 	1
100001247 	15 	1
100001247 	13 	1
100001247 	23 	1
100001250 	01 	3
100001251 	20 	2
100001252 	23 	38
100001253 	22 	2
100001254 	19 	1
100001255 	00 	2
100001255 	21 	2
100001256 	16 	2
100001257 	07 	2
100001258 	16 	3
100001259 	23 	1
100001260 	02 	1
100001260 	06 	1
100001261 	08 	1
100001261 	23 	1
100001262 	13 	2
100001263 	20 	2
100001264 	04 	20
100001265 	00 	5
100001266 	10 	2
100001266 	20 	2
100001266 	18 	2
100001267 	05 	1
100001268 	10 	5
100001269 	01 	2
100001270 	00 	3
100001271 	04 	8
100001272 	03 	2
100001273 	02 	1
100001273 	18 	1
100001273 	03 	1
100001274 	21 	4
100001275 	18 	3
100001276 	21 	4
100001276 	16 	4
100001277 	21 	2
100001279 	11 	1
100001280 	20 	11
100001282 	11 	2
100001282 	20 	2
100001282 	04 	2
100001288 	16 	2
100001290 	23 	1
100001291 	03 	9
100001292 	07 	2
100001293 	17 	1
100001293 	16 	1
100001295 	21 	43
100001297 	22 	2
100001301 	01 	2
100001301 	20 	2
100001301 	04 	2
100001301 	05 	2
100001302 	08 	4
100001303 	00 	2
100001305 	02 	1
100001307 	03 	1
100001308 	03 	3
100001309 	05 	1
100001311 	03 	1
100001312 	12 	3
100001313 	03 	1
100001313 	04 	1
100001316 	01 	16
100001317 	07 	1
100001317 	04 	1
100001317 	05 	1
100001318 	06 	3
100001319 	05 	4
100001320 	05 	1
100001322 	14 	1
100001323 	06 	1
100001324 	08 	2
100001327 	06 	1
100001330 	05 	2
100001331 	03 	2
100001333 	16 	2
100001334 	07 	2
100001338 	08 	1
100001341 	09 	1
100001341 	22 	1
100001353 	17 	1
100001354 	13 	3
100001356 	02 	1
100001356 	00 	1
100001357 	06 	3
100001358 	03 	7
100001359 	02 	2
100001360 	06 	9
100001361 	16 	5
100001363 	10 	2
100001364 	13 	1
100001365 	16 	14
100001366 	03 	1
100001369 	07 	1
100001370 	14 	3
100001371 	22 	2
100001374 	05 	1
100001376 	04 	7
100001377 	05 	2
100001378 	21 	1
100001379 	20 	1
100001379 	21 	1
100001379 	07 	1
100001381 	04 	4
100001382 	11 	6
100001382 	05 	6
100001383 	08 	1
100001383 	07 	1
100001384 	07 	3
100001385 	18 	2
100001385 	17 	2
100001385 	16 	2
100001386 	05 	3
100001387 	03 	1
100001387 	21 	1
100001388 	04 	2
100001389 	00 	1
100001389 	01 	1
100001390 	02 	1
100001391 	13 	1
100001391 	17 	1
100001391 	05 	1
100001392 	05 	2
100001393 	23 	2
100001394 	06 	3
100001395 	02 	1
100001395 	20 	1
100001395 	04 	1
100001395 	22 	1
100001395 	05 	1
100001395 	19 	1
100001396 	04 	5
100001397 	06 	2
100001397 	05 	2
100001413 	17 	1
100001428 	09 	2
100001439 	10 	1
100001460 	11 	1
100001460 	13 	1
100001464 	10 	1
100001466 	08 	2
100001468 	16 	36
100001474 	19 	1
100001481 	10 	1
100001481 	09 	1
100001481 	17 	1
100001482 	12 	1
100001482 	16 	1
100001488 	02 	5
100001489 	11 	1
100001489 	10 	1
100001490 	16 	2
100001492 	10 	1
100001493 	20 	1
100001496 	12 	2
100001497 	18 	1
100001497 	08 	1
100001497 	16 	1
100001498 	07 	3
100001499 	10 	1
100001499 	13 	1
100001500 	20 	7
100001501 	11 	1
100001501 	10 	1
100001501 	15 	1
100001501 	16 	1
100001502 	04 	4
100001503 	19 	1
100001504 	13 	5
100001505 	19 	1
100001512 	12 	1
100001512 	15 	1
100001512 	16 	1
100001522 	15 	1
100001522 	16 	1
100001533 	22 	2
100001535 	07 	1
100001536 	00 	4
100001539 	11 	1
100001540 	13 	2
100001540 	01 	2
100001549 	06 	3
100001554 	10 	3
100001556 	11 	1
100001561 	11 	3
100001565 	18 	1
100001566 	12 	3
100001571 	11 	1
100001572 	12 	3
100001581 	14 	1
100001586 	11 	2
100001594 	12 	1
100001598 	14 	2
100001599 	00 	3
100001601 	11 	2
100001602 	18 	1
100001602 	14 	1
100001602 	05 	1
100001603 	21 	2
100001604 	09 	5
100001605 	11 	2
100001605 	09 	2
100001605 	15 	2
100001606 	17 	11
100001609 	10 	5
100001610 	03 	3
100001611 	23 	5
100001612 	20 	2
100001612 	17 	2
100001614 	17 	1
100001615 	02 	1
100001615 	23 	1
100001616 	01 	1
100001616 	16 	1
100001617 	11 	2
100001618 	17 	2
100001618 	16 	2
100001619 	07 	3
100001632 	18 	3
100001633 	12 	1
100001635 	13 	1
100001646 	19 	1
100001646 	13 	1
100001646 	14 	1
100001646 	22 	1
100001652 	10 	1
100001671 	21 	2
100001677 	20 	3
100001680 	18 	2
100001691 	13 	1
100001700 	18 	8
100001700 	17 	8
100001700 	16 	8
100001705 	01 	3
100001707 	06 	1
100001710 	13 	6
100001711 	02 	6
100001711 	16 	6
100001712 	11 	2
100001712 	15 	2
