13500 	N SH 45 EB 	DWI 2ND 	1
AIRPORT BLVD / ALDRICH ST 	-97.70888561,30.29785657 	CRASH/LEAVING THE SCENE 	1
AIRPORT BLVD / CRESTWOOD RD 	-97.71260063,30.30029515 	CRASH/LEAVING THE SCENE 	1
AIRPORT BLVD / DENSON DR 	-97.7160848,30.32703107 	DWI 	1
AIRPORT BLVD / E 12TH ST 	-97.70033334,30.27686091 	CRASH/LEAVING THE SCENE 	6
AIRPORT BLVD / E 38TH HALF ST 	-97.70724523,30.28918409 	CRASH/FAIL STOP AND RENDER AID 	1
AIRPORT BLVD / E 38TH ST 	-97.70693378,30.28758525 	CRASH/LEAVING THE SCENE 	2
AIRPORT BLVD / E 53RD ST 	-97.71507177,30.31400668 	DWI 	1
AIRPORT BLVD / E 7TH ST 	-97.69205548,30.24898063 	CRASH/LEAVING THE SCENE 	1
AIRPORT BLVD / E KOENIG LN SVRD EB 	-97.71254976,30.31990968 	DWI 	1
AIRPORT BLVD / E KOENIG LN SVRD EB 	-97.71254976,30.31990968 	CRASH/LEAVING THE SCENE 	2
AIRPORT BLVD / E KOENIG LN SVRD WB 	-97.71295917,30.32094393 	DWI 	1
AIRPORT BLVD / E KOENIG LN SVRD WB 	-97.71295917,30.32094393 	CRASH/LEAVING THE SCENE 	1
AIRPORT BLVD / E MARTIN LUTHER KING JR BLVD 	-97.70394873,30.28257064 	CRASH/NO INJURY 	1
AIRPORT BLVD / E MARTIN LUTHER KING JR BLVD 	-97.70394873,30.28257064 	CRASH/CITY VEHICLE 	1
AIRPORT BLVD / E MARTIN LUTHER KING JR BLVD 	-97.70394873,30.28257064 	CRASH/INTOXICATION ASSAULT 	1
AIRPORT BLVD / E MARTIN LUTHER KING JR BLVD 	-97.70394873,30.28257064 	DWI 	1
AIRPORT BLVD / ED BLUESTEIN BLVD NB 	-97.69045807,30.24727272 	CRASH/LEAVING THE SCENE 	4
AIRPORT BLVD / GOODWIN AVE 	-97.69627572,30.26810008 	CRASH/LEAVING THE SCENE 	1
AIRPORT BLVD / GUADALUPE ST 	-97.71693056,30.33395724 	CRASH/LEAVING THE SCENE 	2
AIRPORT BLVD / GUNTER ST 	-97.69671124,30.26955573 	CRASH/LEAVING THE SCENE 	1
AIRPORT BLVD / KOENIG WB TO AIRPORT NB RAMP 	-97.71321275,30.32129566 	CRASH/LEAVING THE SCENE 	2
AIRPORT BLVD / LEVANDER LOOP 	-97.69246859,30.25310369 	DWI 	1
AIRPORT BLVD / LEVANDER LOOP 	-97.69246859,30.25310369 	CRASH/LEAVING THE SCENE 	2
AIRPORT BLVD / MANOR RD 	-97.70636683,30.28629196 	CRASH/LEAVING THE SCENE 	2
AIRPORT BLVD / MIDDLE FISKVILLE RD 	-97.71279687,30.31874858 	CRASH/LEAVING THE SCENE 	1
0 	AIRPORT BLVD / N IH 35 NB EXIT RAMP 	CRASH/LEAVING THE SCENE 	1
AIRPORT BLVD / N IH 35 NB TO AIRPORT RAMP 	-97.71458279,30.30130379 	DWI 	1
AIRPORT BLVD / N IH 35 NB TO AIRPORT RAMP 	-97.71458279,30.30130379 	CRASH/LEAVING THE SCENE 	1
AIRPORT BLVD / N IH 35 NB TO AIRPORT SB RAMP 	-97.71362282,30.30070384 	CRASH/LEAVING THE SCENE 	1
AIRPORT BLVD / N IH 35 SB TO AIRPORT NB RAMP 	-97.71584348,30.30308701 	DWI 	1
AIRPORT BLVD / N IH 35 SB TO AIRPORT RAMP 	-97.71574196,30.30262288 	CRASH/LEAVING THE SCENE 	1
AIRPORT BLVD / OAK SPRINGS DR 	-97.69791071,30.27355468 	CRASH/NO INJURY 	1
AIRPORT BLVD / OAK SPRINGS DR 	-97.69791071,30.27355468 	DRIVING WHILE INTOX / FELONY 	1
AIRPORT BLVD / OAK SPRINGS DR 	-97.69791071,30.27355468 	CRASH/LEAVING THE SCENE 	1
AIRPORT BLVD / SHADY LN 	-97.69362309,30.25931305 	DWI 	1
AIRPORT BLVD / SPRINGDALE RD 	-97.69551362,30.26560906 	DWI 	1
AIRPORT BLVD / SPRINGDALE RD 	-97.69551362,30.26560906 	CRASH/LEAVING THE SCENE 	3
AIRPORT BLVD / TILLERY ST 	-97.70070853,30.27762772 	CRASH/LEAVING THE SCENE 	1
AIRPORT BLVD / ZACH SCOTT ST 	-97.70788433,30.29411758 	CRASH/LEAVING THE SCENE 	1
0 	AIRPORT BLVD/N IH 35 SVRD NB 	CRASH/LEAVING THE SCENE 	1
1300 	AIRPORT COMMERCE DR 	CRASH/LEAVING THE SCENE 	1
0 	AIRPORT/ OAKSPRINGS 	CRASH/LEAVING THE SCENE 	1
2000 	ALAMEDA DR 	CRASH/LEAVING THE SCENE 	2
12300-12400 	ALAMEDA TRACE CIR 	DWI - DRUG RECOGNITION EXPERT 	1
12300-12400 	ALAMEDA TRACE CIR 	CRASH/LEAVING THE SCENE 	4
ALAMEDA TRACE CIR / RIATA TRACE PKWY 	-97.74510237,30.42814544 	CRASH/LEAVING THE SCENE 	1
1000 	ALDEN DR 	CRASH/LEAVING THE SCENE 	1
12200 	ALDERBROOK DR 	DWI 	1
ALDERBROOK DR / CEDAR BEND DR 	-97.70067155,30.41132804 	CRASH/SERIOUS BODILY INJURY 	1
7200 	ALEGRE PASS 	CRASH/LEAVING THE SCENE 	1
3500 	ALEXANDRIA DR 	CRASH/LEAVING THE SCENE 	1
ALEXANDRIA DR / BRODIE LN 	-97.83874266,30.20085113 	CRASH/LEAVING THE SCENE 	1
5400 	ALEXIS CV 	DWI 	1
4700 	ALF AVE 	DRIVING WHILE INTOX / FELONY 	1
ALF AVE / SPRINGDALE RD 	-97.69349362,30.26879914 	CRASH/LEAVING THE SCENE 	1
1300 	ALGARITA AVE 	CRASH/NO INJURY 	1
1300 	ALGARITA AVE 	DWI  .15 BAC OR ABOVE 	1
1700 	ALGUNO RD 	DWI 	1
ALICE MAE LN / TAFT LN 	-97.79533307,30.1625254 	DWI 	1
ALLANDALE RD / BULL CREEK RD 	-97.74490729,30.33566647 	DWI 	1
ALLANDALE RD / BURNET RD 	-97.73982748,30.33485148 	CRASH/LEAVING THE SCENE 	1
ALLANDALE RD / CARY DR 	-97.74707439,30.33537465 	CRASH/CITY VEHICLE 	1
2100-2500 	ALLRED DR 	CRASH/LEAVING THE SCENE 	2
5600 	ALOMAR CV 	CRASH/LEAVING THE SCENE 	1
5700 	ALSACE TRL 	CRASH/LEAVING THE SCENE 	1
2300 	ALTA VISTA AVE 	DWI 	1
11100-11400 	ALTERRA PKWY 	DWI 	1
11100-11400 	ALTERRA PKWY 	CRASH/LEAVING THE SCENE 	2
6500 	ALUM ROCK CV 	DWI 2ND 	1
13400 	ALYSHEBA DR 	CRASH/LEAVING THE SCENE 	1
10800 	AMBLEWOOD WAY 	CRASH/LEAVING THE SCENE 	1
6300 	AMES CT 	CRASH/LEAVING THE SCENE 	1
12400-12500 	AMHERST DR 	DWI  .15 BAC OR ABOVE 	1
12400-12500 	AMHERST DR 	CRASH/LEAVING THE SCENE 	1
1400 	AMORY LN 	CRASH/LEAVING THE SCENE 	1
7400 	ANAQUA DR 	CRASH/LEAVING THE SCENE 	1
ANCHOR LN / MANORWOOD RD 	-97.70447736,30.28899257 	CRASH/LEAVING THE SCENE 	1
0 	ANDERSON AND IH-35 	CRASH/LEAVING THE SCENE 	1
0 	ANDERSON LANE/SHOAL CREEK BLVD 	DWI 2ND 	1
8400-11900 	ANDERSON MILL RD 	CRASH/NO INJURY 	2
8400-11900 	ANDERSON MILL RD 	DWI  .15 BAC OR ABOVE 	1
8400-11900 	ANDERSON MILL RD 	CRASH/LEAVING THE SCENE 	14
8400-11900 	ANDERSON MILL RD 	CRASH/FAIL STOP AND RENDER AID 	1
8400-11900 	ANDERSON MILL RD 	CRASH/EMS 	1
8400-11900 	ANDERSON MILL RD 	CRASH/CITY VEHICLE 	2
8400-11900 	ANDERSON MILL RD 	CRASH/INTOXICATION ASSAULT 	1
8400-11900 	ANDERSON MILL RD 	CRASH/SERIOUS BODILY INJURY 	2
8400-11900 	ANDERSON MILL RD 	DWI 	11
8400-11900 	ANDERSON MILL RD 	DWI - DRUG RECOGNITION EXPERT 	1
8400-11900 	ANDERSON MILL RD 	DWI 2ND 	1
ANDERSON MILL RD / BROADMEADE AVE 	-97.77639777,30.45319298 	CRASH/LEAVING THE SCENE 	1
ANDERSON MILL RD / N FM 620 RD 	-97.82580522,30.45544917 	DWI 	3
ANDERSON MILL RD / N FM 620 RD 	-97.82580522,30.45544917 	CRASH/LEAVING THE SCENE 	2
ANDERSON MILL RD / N US 183 HWY SVRD NB 	-97.79003189,30.44889001 	DWI 	1
ANDERSON MILL RD / N US 183 HWY SVRD SB 	-97.79094937,30.4486469 	DWI  .15 BAC OR ABOVE 	1
ANDERSON MILL RD / N US 183 HWY SVRD SB 	-97.79094937,30.4486469 	DWI 	1
ANDERSON MILL RD / N US 183 HWY SVRD SB 	-97.79094937,30.4486469 	CRASH/LEAVING THE SCENE 	3
ANDERSON MILL RD / PECAN CREEK PKWY 	-97.81193885,30.44694038 	CRASH/LEAVING THE SCENE 	1
ANDERSON MILL RD / POND SPRINGS RD 	-97.78531011,30.45038332 	CRASH/LEAVING THE SCENE 	1
ANDERSON MILL RD / TURTLE ROCK RD 	-97.77639777,30.45319298 	DWI  .15 BAC OR ABOVE 	1
ANDERSON MILL RD / W PARMER LN 	-97.75456202,30.46058096 	DWI 	1
8000 	ANDERSON SQ 	CRASH/LEAVING THE SCENE 	1
ANDERSON SQ / W ANDERSON LN 	-97.7176776,30.34990808 	CRASH/LEAVING THE SCENE 	2
2100-2200 	ANDREW ZILKER RD 	DWI 	1
2100-2200 	ANDREW ZILKER RD 	CRASH/LEAVING THE SCENE 	1
1100 	ANGELINA ST 	DWI 	1
11500-11700 	ANGUS RD 	DWI 2ND 	1
11500-11700 	ANGUS RD 	CRASH/LEAVING THE SCENE 	1
2300-2500 	ANKEN DR 	DWI 	1
2300-2500 	ANKEN DR 	CRASH/LEAVING THE SCENE 	5
2300-2500 	ANKEN DR 	DWI 2ND 	1
10100 	ANNIE OAKLEY TRL 	CRASH/LEAVING THE SCENE 	1
0 	ANTHONY ST 	CRASH/LEAVING THE SCENE 	1
7200 	ANTOINE CIR 	CRASH/LEAVING THE SCENE 	1
8500 	AOUDAD TRL 	DWI 	1
5500 	APPLE ORCHARD LN 	CRASH/LEAVING THE SCENE 	1
11000 	ARBOLE CV 	CRASH/LEAVING THE SCENE 	1
11900 	ARBOR DOWNS RD 	DWI 	1
9300-9700 	ARBORETUM BLVD 	DWI 	1
9300-9700 	ARBORETUM BLVD 	CRASH/LEAVING THE SCENE 	5
6900 	ARGONNE FOREST CV 	CRASH/LEAVING THE SCENE 	1
11600-11700 	ARGONNE FOREST TRL 	CRASH/LEAVING THE SCENE 	3
ARIES LN / ASTRO VIEW DR 	-97.64330651,30.29721758 	DWI 	1
2100 	ARPDALE ST 	CRASH/LEAVING THE SCENE 	1
6700 	ARROYO SECO 	CRASH/LEAVING THE SCENE 	1
7000 	ASBURY DR 	CRASH/LEAVING THE SCENE 	1
7500 	ASPEN BROOK DR 	DWI 	1
10100 	ASPEN ST 	CRASH/LEAVING THE SCENE 	1
5300 	ATASCOSA DR 	CRASH/AUTO VS PEDESTRIAN 	1
5300 	ATASCOSA DR 	DWI 	1
ATASCOSA DR / CAPE VERDE CV 	-97.74116973,30.19320333 	CRASH/LEAVING THE SCENE 	1
6700 	ATHLETIC DR 	CRASH/LEAVING THE SCENE 	1
1000 	ATKINSON RD 	CRASH/LEAVING THE SCENE 	1
ATKINSON RD / PROVIDENCE AVE 	-97.69918266,30.32657765 	CRASH/FAIL STOP AND RENDER AID 	1
400 	ATLANTA ST 	DWI  .15 BAC OR ABOVE 	1
400 	ATLANTA ST 	DWI 	3
ATLANTA ST / VETERANS DR 	-97.77151173,30.27564959 	CRASH/LEAVING THE SCENE 	1
6000 	ATWOOD ST 	CRASH/LEAVING THE SCENE 	2
6500 	AUBURNHILL 	DWI 	1
6800 	AUCKLAND DR 	CRASH/LEAVING THE SCENE 	1
1000 	AUDREY CT 	CRASH/LEAVING THE SCENE 	1
600 	AUGUSTA AVE 	DWI  .15 BAC OR ABOVE 	1
600 	AUGUSTA AVE 	DWI 2ND 	1
600 	AUGUSTA AVE 	DWI 	2
5300 	AURORA DR 	CRASH/LEAVING THE SCENE 	2
6800 	AUSTIN CENTER BLVD 	DWI 	1
6800 	AUSTIN CENTER BLVD 	CRASH/LEAVING THE SCENE 	2
4800 	AVALON AVE 	CRASH/LEAVING THE SCENE 	1
4400-4600 	AVENUE B 	DWI 	1
4400-4600 	AVENUE B 	CRASH/LEAVING THE SCENE 	1
AVENUE D / W KOENIG LN 	-97.72040527,30.32273237 	CRASH/LEAVING THE SCENE 	1
4000-5300 	AVENUE F 	CRASH/LEAVING THE SCENE 	4
4300-4500 	AVENUE G 	CRASH/LEAVING THE SCENE 	2
AVENUE G / E 45TH ST 	-97.72650194,30.30770754 	CRASH/LEAVING THE SCENE 	1
AVENUE G / E 50TH ST 	-97.72241607,30.31403271 	DWI 2ND 	1
4000 	AVENUE H 	CRASH/LEAVING THE SCENE 	1
6100-6400 	AVERY ISLAND AVE 	CRASH/LEAVING THE SCENE 	2
12900-15800 	AVERY RANCH BLVD 	CRASH/CITY VEHICLE 	1
12900-15800 	AVERY RANCH BLVD 	DWI 	4
12900-15800 	AVERY RANCH BLVD 	CRASH/LEAVING THE SCENE 	4
AVERY RANCH BLVD / W PARMER LN 	-97.77567312,30.49807507 	CRASH/LEAVING THE SCENE 	1
100 	B R REYNOLDS DR 	DWI  .15 BAC OR ABOVE 	1
100 	B R REYNOLDS DR 	DWI 	1
B R REYNOLDS DR / W CESAR CHAVEZ ST 	-97.75709754,30.26696386 	CRASH/LEAVING THE SCENE 	1
BACKTRAIL DR / LEMONWOOD DR 	-97.7842495,30.36111405 	DWI 	1
9100-9200 	BALCONES CLUB DR 	CRASH/LEAVING THE SCENE 	3
BALCONES CLUB DR / N US 183 HWY SVRD SB 	-97.78685417,30.44384892 	CRASH/LEAVING THE SCENE 	1
3900-5700 	BALCONES DR 	DWI  .15 BAC OR ABOVE 	1
3900-5700 	BALCONES DR 	DWI 	1
3900-5700 	BALCONES DR 	CRASH/LEAVING THE SCENE 	9
3900-5700 	BALCONES DR 	CRASH/SERIOUS BODILY INJURY 	1
BALCONES DR / MOUNT BONNELL DR 	-97.77021083,30.32249738 	DWI 	1
BALCONES DR / NORTHLAND DR 	-97.75705516,30.33741831 	CRASH/CITY VEHICLE 	1
5100 	BALCONES WOODS DR 	CRASH/LEAVING THE SCENE 	1
BALCONES WOODS DR / RESEARCH BLVD SVRD NB 	-97.74472054,30.40785663 	CRASH/LEAVING THE SCENE 	1
BALCONES WOODS DR / RESEARCH BLVD SVRD SB 	-97.74555292,30.40793668 	DWI 	1
4200 	BAMFORD DR 	DWI 	1
4700 	BANDERA RD 	CRASH/LEAVING THE SCENE 	1
8400 	BANGOR BND 	CRASH/LEAVING THE SCENE 	2
1000-4500 	BANISTER LN 	DWI 	4
1000-4500 	BANISTER LN 	CRASH/LEAVING THE SCENE 	2
BANISTER LN / W BEN WHITE BLVD SVRD EB 	-97.77968928,30.22741283 	DWI 	1
5000 	BANTOM WOODS BND 	CRASH/LEAVING THE SCENE 	1
1200-1500 	BARBARA JORDAN BLVD 	DWI  .15 BAC OR ABOVE 	1
1200-1500 	BARBARA JORDAN BLVD 	CRASH/LEAVING THE SCENE 	27
BARBARA JORDAN BLVD / BERKMAN DR 	-97.69986462,30.3022894 	CRASH/LEAVING THE SCENE 	1
BARBARA JORDAN BLVD / N IH 35 SVRD NB 	-97.71103034,30.30781002 	CRASH/LEAVING THE SCENE 	2
11200 	BARN OWL DR 	CRASH/LEAVING THE SCENE 	1
1200-12000 	BARRINGTON WAY 	CRASH/CITY VEHICLE 	1
1200-12000 	BARRINGTON WAY 	DWI 	1
1200-12000 	BARRINGTON WAY 	CRASH/LEAVING THE SCENE 	1
500 	BARTON BLVD 	DWI 	1
1000 	BARTON HILLS DR 	DWI 	1
1100-2900 	BARTON SKWY 	DWI  .15 BAC OR ABOVE 	1
1100-2900 	BARTON SKWY 	DWI 	1
1100-2900 	BARTON SKWY 	CRASH/LEAVING THE SCENE 	3
1100-2900 	BARTON SKWY 	DWI 2ND 	1
BARTON SKWY / BARTON HILLS DR 	-97.78518626,30.25302865 	CRASH/LEAVING THE SCENE 	1
BARTON SKWY / LOCKE LN 	-97.77008229,30.23628046 	CRASH/LEAVING THE SCENE 	1
100-2800 	BARTON SPRINGS RD 	DWI  .15 BAC OR ABOVE 	2
100-2800 	BARTON SPRINGS RD 	CRASH/LEAVING THE SCENE 	31
100-2800 	BARTON SPRINGS RD 	DRIVING WHILE INTOX / FELONY 	1
100-2800 	BARTON SPRINGS RD 	CRASH/FAIL STOP AND RENDER AID 	2
100-2800 	BARTON SPRINGS RD 	DWI 2ND 	3
100-2800 	BARTON SPRINGS RD 	DWI 	15
100-2800 	BARTON SPRINGS RD 	RECKLESS DRIVING 	1
BARTON SPRINGS RD / KINNEY AVE 	-97.76147289,30.26198016 	CRASH/LEAVING THE SCENE 	1
BARTON SPRINGS RD / ROBERT E LEE RD 	-97.76499159,30.26476806 	DWI 	1
BARTON SPRINGS RD / S 1ST ST 	-97.75007136,30.25838163 	CRASH/AUTO VS BICYCLE 	1
BARTON SPRINGS RD / S 1ST ST 	-97.75007136,30.25838163 	CRASH/LEAVING THE SCENE 	4
BARTON SPRINGS RD / S LAMAR BLVD 	-97.75853083,30.26086219 	CRASH/NO INJURY 	1
BARTON SPRINGS RD / S LAMAR BLVD 	-97.75853083,30.26086219 	CRASH/LEAVING THE SCENE 	1
BARTON SPRINGS RD / S LAMAR BLVD NB 	-97.75853083,30.26086219 	CRASH/LEAVING THE SCENE 	1
BARTON SPRINGS RD / S MOPAC EXPY SVRD SB 	-97.77645514,30.26942259 	CRASH/LEAVING THE SCENE 	1
BARTON SPRINGS RD / W RIVERSIDE DR 	-97.74842972,30.25863731 	DWI  .15 BAC OR ABOVE 	1
600 	BARWOOD PARK 	CRASH/LEAVING THE SCENE 	4
0-1500 	BASTROP HWY NB 	CRASH/NO INJURY 	1
0-1500 	BASTROP HWY NB 	DWI  .15 BAC OR ABOVE 	4
0-1500 	BASTROP HWY NB 	CRASH/LEAVING THE SCENE 	21
0-1500 	BASTROP HWY NB 	DRIVING WHILE INTOX / FELONY 	1
0-1500 	BASTROP HWY NB 	CRASH/FAIL STOP AND RENDER AID 	1
0-1500 	BASTROP HWY NB 	DWI 	6
0-1500 	BASTROP HWY NB 	DWI - DRUG RECOGNITION EXPERT 	1
BASTROP HWY NB / E BEN WHITE EB TO BAST NB RAMP 	-97.68305182,30.22152482 	CRASH/LEAVING THE SCENE 	1
BASTROP HWY NB / THOMPSON LN 	-97.68627322,30.23652865 	CRASH/LEAVING THE SCENE 	1
0-1500 	BASTROP HWY SB 	CRASH/CITY VEHICLE 	1
0-1500 	BASTROP HWY SB 	DRIVING WHILE INTOX / FELONY 	2
0-1500 	BASTROP HWY SB 	CRASH/LEAVING THE SCENE 	17
0-1500 	BASTROP HWY SB 	CRASH/FAIL STOP AND RENDER AID 	1
0-1500 	BASTROP HWY SB 	CRASH/SERIOUS BODILY INJURY 	1
0-1500 	BASTROP HWY SB 	DWI 	8
BASTROP HWY SB / E BEN WHITE WB TO BAST SB RAMP 	-97.68328293,30.22279752 	CRASH/LEAVING THE SCENE 	1
1500 	BASTROP HWY SVRD 	CRASH/LEAVING THE SCENE 	2
BASTROP SB TO MONTOPOLIS RAMP / MONTOPOLIS DR 	-97.69210904,30.24215809 	CRASH/LEAVING THE SCENE 	1
500-1100 	BATTLE BEND BLVD 	DWI 	1
500-1100 	BATTLE BEND BLVD 	CRASH/LEAVING THE SCENE 	1
8100 	BAXTER SPRINGS RD 	CRASH/LEAVING THE SCENE 	1
300-1000 	BAYLOR ST 	CRASH/LEAVING THE SCENE 	4
BAYLOR ST / W 12TH ST 	-97.75236513,30.27722637 	CRASH/LEAVING THE SCENE 	1
3200 	BEANNA ST 	CRASH/LEAVING THE SCENE 	1
6700 	BEAUFORD DR 	CRASH/LEAVING THE SCENE 	1
7700 	BEAUREGARD CIR 	CRASH/LEAVING THE SCENE 	1
8200-8300 	BEAVER BROOK LN 	DWI 	1
8200-8300 	BEAVER BROOK LN 	CRASH/LEAVING THE SCENE 	1
4600 	BEAVER CREEK DR 	DWI 	1
500-700 	BEAVER ST 	DWI 	1
500-700 	BEAVER ST 	CRASH/LEAVING THE SCENE 	2
3900 	BECKER AVE 	CRASH/LEAVING THE SCENE 	1
BECKETT RD / W WILLIAM CANNON DR 	-97.85497781,30.22497266 	CRASH/LEAVING THE SCENE 	1
1500 	BECKETT ST 	DWI 	1
900 	BEDFORD ST 	DWI 	1
900 	BEDFORD ST 	CRASH/LEAVING THE SCENE 	1
2500 	BEE CAVE RD 	DWI 	1
3200 	BEE CAVES RD 	DWI 	1
3200 	BEE CAVES RD 	CRASH/LEAVING THE SCENE 	2
BEE CAVES RD / MOPAC CIR 	-97.78353788,30.26662365 	CRASH/LEAVING THE SCENE 	1
BEE CAVES RD / S MOPAC EXPY SVRD NB 	-97.78230804,30.26532302 	CRASH/LEAVING THE SCENE 	1
BEE CAVES RD / S MOPAC EXPY SVRD SB 	-97.78283523,30.26623562 	DWI 	1
BEE CAVES RD / S MOPAC EXPY SVRD SB 	-97.78283523,30.26623562 	CRASH/LEAVING THE SCENE 	1
8400 	BEECH DR 	DWI  .15 BAC OR ABOVE 	1
8400 	BEECH DR 	CRASH/LEAVING THE SCENE 	1
6100 	BEGONIA CIR 	CRASH/LEAVING THE SCENE 	1
1100 	BEGONIA TER 	CRASH/LEAVING THE SCENE 	1
5900 	BELFAST DR 	DWI 	1
11500 	BELL AVE 	CRASH/LEAVING THE SCENE 	1
500 	BELLEVUE PL 	CRASH/LEAVING THE SCENE 	1
11200 	BELLOWS FALLS AVE 	CRASH/PRIVATE PROPERTY 	1
5800 	BELMOOR DR 	CRASH/LEAVING THE SCENE 	1
3400 	BENGSTON ST 	CRASH/LEAVING THE SCENE 	2
4600-7400 	BENNETT AVE 	CRASH/FAIL STOP AND RENDER AID 	1
4600-7400 	BENNETT AVE 	CRASH/LEAVING THE SCENE 	4
BENNETT AVE / BOOKER AVE 	-97.70133818,30.32961433 	DWI 2ND 	1
9200 	BENTLEY GARNER LN 	DWI 	1
BERGER ST / DEWEY ST 	-97.68766043,30.27029604 	CRASH/EMS 	1
2300-2600 	BERKELEY AVE 	CRASH/LEAVING THE SCENE 	3
3900-7300 	BERKMAN DR 	CRASH/CITY VEHICLE 	1
3900-7300 	BERKMAN DR 	DWI  .15 BAC OR ABOVE 	1
3900-7300 	BERKMAN DR 	DWI 	6
3900-7300 	BERKMAN DR 	CRASH/FAIL STOP AND RENDER AID 	1
3900-7300 	BERKMAN DR 	CRASH/LEAVING THE SCENE 	15
BERKMAN DR / BRIARCLIFF BLVD 	-97.69250492,30.31409385 	CRASH/LEAVING THE SCENE 	1
BERKMAN DR / CLOVERLEAF DR 	-97.69553923,30.30920291 	DWI 	1
BERKMAN DR / CORONADO HILLS DR 	-97.68777344,30.32699182 	CRASH/LEAVING THE SCENE 	1
BERKMAN DR / E 51ST ST 	-97.69887911,30.30390562 	CRASH/LEAVING THE SCENE 	1
BERKMAN DR / E US 290 HWY SVRD EB 	-97.68893363,30.32086867 	CRASH/LEAVING THE SCENE 	1
BERKMAN DR / E US 290 HWY SVRD WB 	-97.68903484,30.32191865 	DWI 	1
BERKMAN DR / GLENVALLEY DR 	-97.6912643,30.31621908 	DWI 	1
1300 	BERKSHIRE DR 	CRASH/LEAVING THE SCENE 	1
1500 	BERLIN LN 	CRASH/AUTO VS PEDESTRIAN 	1
5600 	BERRY HILL DR 	CRASH/LEAVING THE SCENE 	1
6900-7600 	BETHUNE AVE 	CRASH/LEAVING THE SCENE 	4
6400 	BETTY COOK DR 	CRASH/LEAVING THE SCENE 	1
9700-10500 	BILBROOK PL 	CRASH/LEAVING THE SCENE 	4
BILBROOK PL / GENOA DR 	-97.8169835,30.17218554 	CRASH/LEAVING THE SCENE 	1
BILBROOK PL / W SLAUGHTER LN 	-97.81699678,30.17386346 	DWI 	2
